# date, vza, vaa, sza, saa, sat_flag, lat, lon, b1, b2, b3, b4, b5, b6, b7, b8a, b8b, b9, b10, b11, b12
2017/02/16 10:21,4.77012324176,269.720007316,61.990881463,162.705457987,S2A,48.2828863275,11.739317098,-99999,0.0150782698765,0.0264113247395,0.0388701483607,0.0650689527392,0.0904323533177,0.0998412370682,0.105401828885,0.110186085105,-99999,-99999,0.12143329531,0.0820395573974
2017/03/28 10:20,4.75979403903,269.513337817,46.5229806095,161.518738628,S2A,48.2828863275,11.739317098,-99999,0.0358527600765,0.0502396970987,0.0613042041659,0.0950489416718,0.141860663891,0.153164923191,0.164653837681,0.17470729351,-99999,-99999,0.212588444352,0.179346784949
2017/04/24 10:10,8.77399094419,105.856008708,37.1326486699,156.918490393,S2A,48.2828863275,11.739317098,-99999,0.0332379937172,0.0566689930856,0.037992041558,0.0980622842908,0.231378659606,0.261770009995,0.262365847826,0.27624180913,-99999,-99999,0.180166110396,0.11946503818
2017/05/17 10:20,4.84934562555,271.250506522,30.197464455,158.783765932,S2A,48.2828863275,11.739317098,-99999,0.008798584342,0.0353854447603,0.0137903103605,0.0740661844611,0.334725886583,0.432296574116,0.428214430809,0.449805170298,-99999,-99999,0.160711467266,0.0780065208673
2017/05/27 10:20,4.83909018932,271.056366707,28.3725946495,157.365067323,S2A,48.2828863275,11.739317098,-99999,0.0104897841811,0.0330408774316,0.0149212917313,0.0691364482045,0.331938147545,0.457471042871,0.457823932171,0.474232286215,-99999,-99999,0.162257432938,0.0793374478817
2017/06/03 10:10,8.78570316926,105.840195951,28.212421279,151.594928271,S2A,48.2828863275,11.739317098,-99999,0.0342721603811,0.0484508126974,0.0267407875508,0.0756170377135,0.322959989309,0.462449520826,0.475221902132,0.481140613556,-99999,-99999,0.149386674166,0.0741291195154
2017/06/13 10:10,8.8005332389,105.89855066,27.5549900272,150.052540811,S2A,48.2828863275,11.739317098,-99999,0.0310697220266,0.0505549758673,0.0324097052217,0.0845786258578,0.349065065384,0.504420340061,0.5118227005,0.532525420189,-99999,-99999,0.15405498445,0.0744436457753
2017/06/26 10:20,4.75332231492,269.446772462,26.8882325045,153.325042176,S2A,48.2828863275,11.739317098,-99999,0.0244023185223,0.0462290197611,0.0310707986355,0.0783199071884,0.287954747677,0.4069468081,0.416641384363,0.441744536161,-99999,-99999,0.122774347663,0.0559561625123
2017/07/06 10:20,4.76532379682,269.452042531,27.6905151035,152.93092015,S2A,48.2828863275,11.739317098,-99999,0.0348616577685,0.065461166203,0.0661193355918,0.124662421644,0.264642357826,0.332203239202,0.346662610769,0.3753066957,-99999,-99999,0.140215054154,0.0746804103255
2017/07/08 10:10,8.76437476269,106.600277493,28.7330319805,148.399858953,S2B,48.2828863275,11.739317098,-99999,0.0778014063835,0.102612182498,0.104500234127,0.164621561766,0.298630803823,0.365742146969,0.385314941406,0.412876337767,-99999,-99999,0.185218125582,0.104990892112
2017/07/18 10:10,8.75994111022,106.56767541,30.2010429121,149.018606653,S2B,48.2828863275,11.739317098,-99999,0.0614460743964,0.0819055363536,0.122461922467,0.155066266656,0.195938616991,0.227618962526,0.245657622814,0.265512943268,-99999,-99999,0.229728460312,0.167031645775
