# date, sm, lat, lon, sm_std
2017/06/07 15:40,0.164235301316,48.2810399838,11.714111075,0.00779744237661
2017/06/07 15:50,0.166099667549,48.2810399838,11.714111075,0.00633668899536
2017/06/07 16:00,0.16692186147,48.2810399838,11.714111075,0.00591776520014
2017/06/07 16:10,0.167329825461,48.2810399838,11.714111075,0.00591271370649
2017/06/07 16:20,0.167938552797,48.2810399838,11.714111075,0.00610879808664
2017/06/07 16:30,0.167536146939,48.2810399838,11.714111075,0.0057063922286
2017/06/07 16:40,0.167133055627,48.2810399838,11.714111075,0.00530330091715
2017/06/07 16:50,0.167737439275,48.2810399838,11.714111075,0.00590768456459
2017/06/07 17:00,0.168133944273,48.2810399838,11.714111075,0.00671683251858
2017/06/07 17:10,0.168128035963,48.2810399838,11.714111075,0.00712393969297
2017/06/07 17:20,0.167927436531,48.2810399838,11.714111075,0.00692334026098
2017/06/07 17:30,0.167513906956,48.2810399838,11.714111075,0.00733686983585
2017/06/07 17:40,0.166905164719,48.2810399838,11.714111075,0.00714218616486
2017/06/07 17:50,0.166697964072,48.2810399838,11.714111075,0.00734938681126
2017/06/07 18:00,0.166490584612,48.2810399838,11.714111075,0.00755676627159
2017/06/07 18:10,0.16588062048,48.2810399838,11.714111075,0.00736191868782
2017/06/07 18:20,0.165471434593,48.2810399838,11.714111075,0.00736819207668
2017/06/07 18:30,0.165263526142,48.2810399838,11.714111075,0.00757610052824
2017/06/07 18:40,0.165263526142,48.2810399838,11.714111075,0.00757610052824
2017/06/07 18:50,0.164853803813,48.2810399838,11.714111075,0.00758255273104
2017/06/07 19:00,0.164651997387,48.2810399838,11.714111075,0.00738074630499
2017/06/07 19:10,0.164241760969,48.2810399838,11.714111075,0.00738702714443
2017/06/07 19:20,0.164241760969,48.2810399838,11.714111075,0.00738702714443
2017/06/07 19:30,0.164033323526,48.2810399838,11.714111075,0.00759546458721
2017/06/07 19:40,0.16382470727,48.2810399838,11.714111075,0.00780408084393
2017/06/07 19:50,0.16382470727,48.2810399838,11.714111075,0.00780408084393
2017/06/07 20:00,0.16382470727,48.2810399838,11.714111075,0.00780408084393
2017/06/07 20:10,0.16382470727,48.2810399838,11.714111075,0.00780408084393
2017/06/07 20:20,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 20:30,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 20:40,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 20:50,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:00,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:10,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:20,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:30,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:40,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 21:50,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:00,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:10,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:20,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:30,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:40,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 22:50,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 23:00,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 23:10,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 23:20,0.163413770497,48.2810399838,11.714111075,0.00781071931124
2017/06/07 23:30,0.163211449981,48.2810399838,11.714111075,0.00760839879513
2017/06/07 23:40,0.163211449981,48.2810399838,11.714111075,0.00760839879513
2017/06/07 23:50,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:00,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:10,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:20,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:30,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:40,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 00:50,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 01:00,0.163008950651,48.2810399838,11.714111075,0.00740589946508
2017/06/08 01:10,0.162799984217,48.2810399838,11.714111075,0.00761486589909
2017/06/08 01:20,0.162597320974,48.2810399838,11.714111075,0.00741220265627
2017/06/08 01:30,0.162597320974,48.2810399838,11.714111075,0.00741220265627
2017/06/08 01:40,0.162597320974,48.2810399838,11.714111075,0.00741220265627
2017/06/08 01:50,0.162597320974,48.2810399838,11.714111075,0.00741220265627
2017/06/08 02:00,0.162394478917,48.2810399838,11.714111075,0.00720936059952
2017/06/08 02:10,0.162191458046,48.2810399838,11.714111075,0.00700633972883
2017/06/08 02:20,0.162191458046,48.2810399838,11.714111075,0.00700633972883
2017/06/08 02:30,0.161988273263,48.2810399838,11.714111075,0.00680315494537
2017/06/08 02:40,0.161988273263,48.2810399838,11.714111075,0.00680315494537
2017/06/08 02:50,0.161988273263,48.2810399838,11.714111075,0.00680315494537
2017/06/08 03:00,0.162197239697,48.2810399838,11.714111075,0.00659418851137
2017/06/08 03:10,0.162197239697,48.2810399838,11.714111075,0.00659418851137
2017/06/08 03:20,0.161988273263,48.2810399838,11.714111075,0.00680315494537
