# date, vza, vaa, sza, saa, lat, lon, sat_flag, hv, vv
2017/09/08 05:17,45.2055168152,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.011160325259,0.0410475023091
2017/09/09 17:06,42.7768859863,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0155134266242,0.0551789924502
2017/09/13 05:26,36.0630722046,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0131078865379,0.0613850429654
2017/09/14 05:17,45.1628379822,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.00950081460178,0.056653983891
2017/09/15 17:06,42.7266082764,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0145420320332,0.0724962875247
2017/09/19 05:26,35.6598930359,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0236891135573,0.144217610359
2017/09/20 05:17,45.5230903625,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0133027490228,0.0770639330149
2017/09/21 17:06,42.8140792847,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0159212667495,0.0613862164319
2017/09/25 05:26,36.4725761414,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0090544372797,0.0530194938183
2017/09/26 05:17,45.3432006836,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0142131336033,0.0620079003274
2017/09/27 17:06,42.7519264221,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0255426149815,0.0683149024844
2017/10/01 05:26,37.2056694031,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0307132862508,0.167955979705
2017/10/02 05:17,45.7478370667,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0185600742698,0.091035977006
2017/10/03 17:06,42.7800521851,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0127458320931,0.10355270654
2017/10/07 05:26,36.0590705872,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0142620261759,0.0568753220141
2017/10/08 05:17,46.53332901,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0150288324803,0.0574229136109
2017/10/09 17:06,42.7544631958,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0202822610736,0.0976280421019
2017/10/13 05:26,36.2220039368,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0110802166164,0.114180490375
2017/10/14 05:17,44.579875946,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.00794032029808,0.0406657382846
2017/10/15 17:06,42.6536903381,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0143007393926,0.0766413658857
2017/10/20 05:17,43.9854316711,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.00671290280297,0.0727767422795
2017/10/21 17:06,42.7228088379,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0134780593216,0.0647759735584
2017/10/25 05:26,36.3887481689,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.016588581726,0.0536250770092
2017/10/26 05:17,44.9484596252,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0150078441948,0.0401595309377
2017/10/27 17:06,42.679397583,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0326754637063,0.0654065161943
2017/10/31 05:26,36.4803543091,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0134530151263,0.0269803982228
2017/11/01 05:17,44.4363708496,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0187679547817,0.0497929938138
2017/11/02 17:06,42.8345184326,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.033356141299,0.0814682990313
2017/11/06 05:26,37.494720459,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.019360922277,0.0683581382036
2017/11/08 17:06,42.8603286743,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0240474492311,0.0780020952225
2017/11/12 05:26,36.153755188,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0304656233639,0.0696654990315
2017/11/13 05:17,44.9657325745,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0218540281057,0.0716682225466
